Date,Close,Stock
2020-01-02,75.087502,AAPL
2020-01-03,74.35749799999999,AAPL
2020-01-06,74.949997,AAPL
2020-01-07,74.597504,AAPL
2020-01-08,75.797501,AAPL
2020-01-09,77.407501,AAPL
2020-01-10,77.582497,AAPL
2020-01-13,79.239998,AAPL
2020-01-14,78.16999799999999,AAPL
2020-01-15,77.834999,AAPL
2020-01-16,78.809998,AAPL
2020-01-17,79.682503,AAPL
2020-01-21,79.14250200000001,AAPL
2020-01-22,79.425003,AAPL
2020-01-23,79.807503,AAPL
2020-01-24,79.577499,AAPL
2020-01-27,77.237503,AAPL
2020-01-28,79.422501,AAPL
2020-01-29,81.084999,AAPL
2020-01-30,80.967499,AAPL
2020-01-31,77.377502,AAPL
2020-02-03,77.165001,AAPL
2020-02-04,79.712502,AAPL
2020-02-05,80.362503,AAPL
2020-02-06,81.302498,AAPL
2020-02-07,80.0075,AAPL
2020-02-10,80.387497,AAPL
2020-02-11,79.902496,AAPL
2020-02-12,81.800003,AAPL
2020-02-13,81.217499,AAPL
2020-02-14,81.237503,AAPL
2020-02-18,79.75,AAPL
2020-02-19,80.904999,AAPL
2020-02-20,80.074997,AAPL
2020-02-21,78.262497,AAPL
2020-02-24,74.54499799999999,AAPL
2020-02-25,72.019997,AAPL
2020-02-26,73.162498,AAPL
2020-02-27,68.379997,AAPL
2020-02-28,68.339996,AAPL
2020-03-02,74.702499,AAPL
2020-03-03,72.33000200000001,AAPL
2020-03-04,75.684998,AAPL
2020-03-05,73.230003,AAPL
2020-03-06,72.2575,AAPL
2020-03-09,66.542503,AAPL
2020-03-10,71.334999,AAPL
2020-03-11,68.85749799999999,AAPL
2020-03-12,62.057499,AAPL
2020-03-13,69.4925,AAPL
2020-03-16,60.552502,AAPL
2020-03-17,63.215,AAPL
2020-03-18,61.6675,AAPL
2020-03-19,61.195,AAPL
2020-03-20,57.310001,AAPL
2020-03-23,56.092499,AAPL
2020-03-24,61.720001,AAPL
2020-03-25,61.380001,AAPL
2020-03-26,64.610001,AAPL
2020-03-27,61.935001,AAPL
2020-03-30,63.702499,AAPL
2020-03-31,63.572498,AAPL
2020-04-01,60.227501,AAPL
2020-04-02,61.232498,AAPL
2020-04-03,60.352501,AAPL
2020-04-06,65.6175,AAPL
2020-04-07,64.85749799999999,AAPL
2020-04-08,66.51750200000001,AAPL
2020-04-09,66.997498,AAPL
2020-04-13,68.3125,AAPL
2020-04-14,71.762497,AAPL
2020-04-15,71.10749799999999,AAPL
2020-04-16,71.672501,AAPL
2020-04-17,70.699997,AAPL
2020-04-20,69.23249799999999,AAPL
2020-04-21,67.092499,AAPL
2020-04-22,69.025002,AAPL
2020-04-23,68.7575,AAPL
2020-04-24,70.7425,AAPL
2020-04-27,70.792503,AAPL
2020-04-28,69.644997,AAPL
2020-04-29,71.932503,AAPL
2020-04-30,73.449997,AAPL
2020-05-01,72.26750200000001,AAPL
2020-05-04,73.290001,AAPL
2020-05-05,74.389999,AAPL
2020-05-06,75.157501,AAPL
2020-05-07,75.934998,AAPL
2020-05-08,77.532501,AAPL
2020-05-11,78.752502,AAPL
2020-05-12,77.852501,AAPL
2020-05-13,76.912498,AAPL
2020-05-14,77.385002,AAPL
2020-05-15,76.927498,AAPL
2020-05-18,78.739998,AAPL
2020-05-19,78.285004,AAPL
2020-05-20,79.807503,AAPL
2020-05-21,79.212502,AAPL
2020-05-22,79.722504,AAPL
2020-05-26,79.182503,AAPL
2020-05-27,79.527496,AAPL
2020-05-28,79.5625,AAPL
2020-05-29,79.485001,AAPL
2020-06-01,80.462502,AAPL
2020-06-02,80.834999,AAPL
2020-06-03,81.279999,AAPL
2020-06-04,80.58000200000001,AAPL
2020-06-05,82.875,AAPL
2020-06-08,83.364998,AAPL
2020-06-09,85.997498,AAPL
2020-06-10,88.209999,AAPL
2020-06-11,83.974998,AAPL
2020-06-12,84.699997,AAPL
2020-06-15,85.747498,AAPL
2020-06-16,88.019997,AAPL
2020-06-17,87.897499,AAPL
2020-06-18,87.932503,AAPL
2020-06-19,87.43,AAPL
2020-06-22,89.717499,AAPL
2020-06-23,91.6325,AAPL
2020-06-24,90.014999,AAPL
2020-06-25,91.209999,AAPL
2020-06-26,88.407501,AAPL
2020-06-29,90.445,AAPL
2020-06-30,91.199997,AAPL
2020-07-01,91.027496,AAPL
2020-07-02,91.027496,AAPL
2020-07-06,93.462502,AAPL
2020-07-07,93.172501,AAPL
2020-07-08,95.342499,AAPL
2020-07-09,95.752502,AAPL
2020-07-10,95.919998,AAPL
2020-07-13,95.477501,AAPL
2020-07-14,97.057503,AAPL
2020-07-15,97.724998,AAPL
2020-07-16,96.522499,AAPL
2020-07-17,96.327499,AAPL
2020-07-20,98.357498,AAPL
2020-07-21,97.0,AAPL
2020-07-22,97.272499,AAPL
2020-07-23,92.845001,AAPL
2020-07-24,92.614998,AAPL
2020-07-27,94.809998,AAPL
2020-07-28,93.252502,AAPL
2020-07-29,95.040001,AAPL
2020-07-30,96.190002,AAPL
2020-07-31,106.260002,AAPL
2020-08-03,108.9375,AAPL
2020-08-04,109.665001,AAPL
2020-08-05,110.0625,AAPL
2020-08-06,113.902496,AAPL
2020-08-07,111.112503,AAPL
2020-08-10,112.727501,AAPL
2020-08-11,109.375,AAPL
2020-08-12,113.010002,AAPL
2020-08-13,115.010002,AAPL
2020-08-14,114.907501,AAPL
2020-08-17,114.607498,AAPL
2020-08-18,115.5625,AAPL
2020-08-19,115.707497,AAPL
2020-08-20,118.275002,AAPL
2020-08-21,124.370003,AAPL
2020-08-24,125.857498,AAPL
2020-08-25,124.824997,AAPL
2020-08-26,126.522499,AAPL
2020-08-27,125.010002,AAPL
2020-08-28,124.807503,AAPL
2020-08-31,129.03999299999998,AAPL
2020-09-01,134.179993,AAPL
2020-09-02,131.399994,AAPL
2020-09-03,120.879997,AAPL
2020-09-04,120.959999,AAPL
2020-09-08,112.82,AAPL
2020-09-09,117.32,AAPL
2020-09-10,113.489998,AAPL
2020-09-11,112.0,AAPL
2020-09-14,115.360001,AAPL
2020-09-15,115.540001,AAPL
2020-09-16,112.129997,AAPL
2020-09-17,110.339996,AAPL
2020-09-18,106.839996,AAPL
2020-09-21,110.080002,AAPL
2020-09-22,111.809998,AAPL
2020-09-23,107.120003,AAPL
2020-09-24,108.220001,AAPL
2020-09-25,112.279999,AAPL
2020-09-28,114.959999,AAPL
2020-09-29,114.089996,AAPL
2020-09-30,115.809998,AAPL
2020-10-01,116.790001,AAPL
2020-10-02,113.019997,AAPL
2020-10-05,116.5,AAPL
2020-10-06,113.160004,AAPL
2020-10-07,115.080002,AAPL
2020-10-08,114.970001,AAPL
2020-10-09,116.970001,AAPL
2020-10-12,124.400002,AAPL
2020-10-13,121.099998,AAPL
2020-10-14,121.190002,AAPL
2020-10-15,120.709999,AAPL
2020-10-16,119.019997,AAPL
2020-10-19,115.980003,AAPL
2020-10-20,117.510002,AAPL
2020-10-21,116.870003,AAPL
2020-10-22,115.75,AAPL
2020-10-23,115.040001,AAPL
2020-10-26,115.050003,AAPL
2020-10-27,116.599998,AAPL
2020-10-28,111.199997,AAPL
2020-10-29,115.32,AAPL
2020-10-30,108.860001,AAPL
2020-11-02,108.769997,AAPL
2020-11-03,110.440002,AAPL
2020-11-04,114.949997,AAPL
2020-11-05,119.029999,AAPL
2020-11-06,118.690002,AAPL
2020-11-09,116.32,AAPL
2020-11-10,115.970001,AAPL
2020-11-11,119.489998,AAPL
2020-11-12,119.209999,AAPL
2020-11-13,119.260002,AAPL
2020-11-16,120.300003,AAPL
2020-11-17,119.389999,AAPL
2020-11-18,118.029999,AAPL
2020-11-19,118.639999,AAPL
2020-11-20,117.339996,AAPL
2020-11-23,113.849998,AAPL
2020-11-24,115.169998,AAPL
2020-11-25,116.029999,AAPL
2020-11-27,116.589996,AAPL
2020-11-30,119.050003,AAPL
2020-12-01,122.720001,AAPL
2020-12-02,123.080002,AAPL
2020-12-03,122.940002,AAPL
2020-12-04,122.25,AAPL
2020-12-07,123.75,AAPL
2020-12-08,124.379997,AAPL
2020-12-09,121.779999,AAPL
2020-12-10,123.239998,AAPL
2020-12-11,122.410004,AAPL
2020-12-14,121.779999,AAPL
2020-12-15,127.879997,AAPL
2020-12-16,127.809998,AAPL
2020-12-17,128.699997,AAPL
2020-12-18,126.660004,AAPL
2020-12-21,128.229996,AAPL
2020-12-22,131.880005,AAPL
2020-12-23,130.96000700000002,AAPL
2020-12-24,131.970001,AAPL
2020-12-28,136.690002,AAPL
2020-12-29,134.869995,AAPL
2020-12-30,133.720001,AAPL
2020-01-02,1898.01001,AMZN
2020-01-03,1874.969971,AMZN
2020-01-06,1902.880005,AMZN
2020-01-07,1906.859985,AMZN
2020-01-08,1891.969971,AMZN
2020-01-09,1901.050049,AMZN
2020-01-10,1883.160034,AMZN
2020-01-13,1891.300049,AMZN
2020-01-14,1869.439941,AMZN
2020-01-15,1862.02002,AMZN
2020-01-16,1877.939941,AMZN
2020-01-17,1864.719971,AMZN
2020-01-21,1892.0,AMZN
2020-01-22,1887.459961,AMZN
2020-01-23,1884.579956,AMZN
2020-01-24,1861.640015,AMZN
2020-01-27,1828.339966,AMZN
2020-01-28,1853.25,AMZN
2020-01-29,1858.0,AMZN
2020-01-30,1870.680054,AMZN
2020-01-31,2008.719971,AMZN
2020-02-03,2004.199951,AMZN
2020-02-04,2049.669922,AMZN
2020-02-05,2039.869995,AMZN
2020-02-06,2050.22998,AMZN
2020-02-07,2079.280029,AMZN
2020-02-10,2133.909912,AMZN
2020-02-11,2150.800049,AMZN
2020-02-12,2160.0,AMZN
2020-02-13,2149.8701170000004,AMZN
2020-02-14,2134.8701170000004,AMZN
2020-02-18,2155.669922,AMZN
2020-02-19,2170.219971,AMZN
2020-02-20,2153.100098,AMZN
2020-02-21,2095.969971,AMZN
2020-02-24,2009.290039,AMZN
2020-02-25,1972.73999,AMZN
2020-02-26,1979.589966,AMZN
2020-02-27,1884.300049,AMZN
2020-02-28,1883.75,AMZN
2020-03-02,1953.949951,AMZN
2020-03-03,1908.98999,AMZN
2020-03-04,1975.829956,AMZN
2020-03-05,1924.030029,AMZN
2020-03-06,1901.089966,AMZN
2020-03-09,1800.609985,AMZN
2020-03-10,1891.819946,AMZN
2020-03-11,1820.859985,AMZN
2020-03-12,1676.609985,AMZN
2020-03-13,1785.0,AMZN
2020-03-16,1689.1500239999998,AMZN
2020-03-17,1807.839966,AMZN
2020-03-18,1830.0,AMZN
2020-03-19,1880.930054,AMZN
2020-03-20,1846.089966,AMZN
2020-03-23,1902.829956,AMZN
2020-03-24,1940.099976,AMZN
2020-03-25,1885.839966,AMZN
2020-03-26,1955.48999,AMZN
2020-03-27,1900.099976,AMZN
2020-03-30,1963.949951,AMZN
2020-03-31,1949.719971,AMZN
2020-04-01,1907.699951,AMZN
2020-04-02,1918.829956,AMZN
2020-04-03,1906.589966,AMZN
2020-04-06,1997.589966,AMZN
2020-04-07,2011.599976,AMZN
2020-04-08,2043.0,AMZN
2020-04-09,2042.76001,AMZN
2020-04-13,2168.8701170000004,AMZN
2020-04-14,2283.320068,AMZN
2020-04-15,2307.679932,AMZN
2020-04-16,2408.189941,AMZN
2020-04-17,2375.0,AMZN
2020-04-20,2393.610107,AMZN
2020-04-21,2328.1201170000004,AMZN
2020-04-22,2363.48999,AMZN
2020-04-23,2399.449951,AMZN
2020-04-24,2410.219971,AMZN
2020-04-27,2376.0,AMZN
2020-04-28,2314.080078,AMZN
2020-04-29,2372.709961,AMZN
2020-04-30,2474.0,AMZN
2020-05-01,2286.040039,AMZN
2020-05-04,2315.98999,AMZN
2020-05-05,2317.800049,AMZN
2020-05-06,2351.26001,AMZN
2020-05-07,2367.610107,AMZN
2020-05-08,2379.610107,AMZN
2020-05-11,2409.0,AMZN
2020-05-12,2356.949951,AMZN
2020-05-13,2367.919922,AMZN
2020-05-14,2388.850098,AMZN
2020-05-15,2409.780029,AMZN
2020-05-18,2426.26001,AMZN
2020-05-19,2449.330078,AMZN
2020-05-20,2497.939941,AMZN
2020-05-21,2446.73999,AMZN
2020-05-22,2436.879883,AMZN
2020-05-26,2421.860107,AMZN
2020-05-27,2410.389893,AMZN
2020-05-28,2401.100098,AMZN
2020-05-29,2442.3701170000004,AMZN
2020-06-01,2471.040039,AMZN
2020-06-02,2472.409912,AMZN
2020-06-03,2478.399902,AMZN
2020-06-04,2460.600098,AMZN
2020-06-05,2483.0,AMZN
2020-06-08,2524.060059,AMZN
2020-06-09,2600.860107,AMZN
2020-06-10,2647.449951,AMZN
2020-06-11,2557.959961,AMZN
2020-06-12,2545.02002,AMZN
2020-06-15,2572.679932,AMZN
2020-06-16,2615.27002,AMZN
2020-06-17,2640.97998,AMZN
2020-06-18,2653.97998,AMZN
2020-06-19,2675.01001,AMZN
2020-06-22,2713.820068,AMZN
2020-06-23,2764.409912,AMZN
2020-06-24,2734.399902,AMZN
2020-06-25,2754.580078,AMZN
2020-06-26,2692.8701170000004,AMZN
2020-06-29,2680.379883,AMZN
2020-06-30,2758.820068,AMZN
2020-07-01,2878.699951,AMZN
2020-07-02,2890.300049,AMZN
2020-07-06,3057.040039,AMZN
2020-07-07,3000.1201170000004,AMZN
2020-07-08,3081.110107,AMZN
2020-07-09,3182.629883,AMZN
2020-07-10,3200.0,AMZN
2020-07-13,3104.0,AMZN
2020-07-14,3084.0,AMZN
2020-07-15,3008.8701170000004,AMZN
2020-07-16,2999.899902,AMZN
2020-07-17,2961.969971,AMZN
2020-07-20,3196.840088,AMZN
2020-07-21,3138.290039,AMZN
2020-07-22,3099.909912,AMZN
2020-07-23,2986.550049,AMZN
2020-07-24,3008.909912,AMZN
2020-07-27,3055.209961,AMZN
2020-07-28,3000.330078,AMZN
2020-07-29,3033.530029,AMZN
2020-07-30,3051.879883,AMZN
2020-07-31,3164.679932,AMZN
2020-08-03,3111.889893,AMZN
2020-08-04,3138.830078,AMZN
2020-08-05,3205.030029,AMZN
2020-08-06,3225.0,AMZN
2020-08-07,3167.459961,AMZN
2020-08-10,3148.159912,AMZN
2020-08-11,3080.669922,AMZN
2020-08-12,3162.23999,AMZN
2020-08-13,3161.02002,AMZN
2020-08-14,3148.02002,AMZN
2020-08-17,3182.409912,AMZN
2020-08-18,3312.48999,AMZN
2020-08-19,3260.47998,AMZN
2020-08-20,3297.3701170000004,AMZN
2020-08-21,3284.719971,AMZN
2020-08-24,3307.459961,AMZN
2020-08-25,3346.48999,AMZN
2020-08-26,3441.850098,AMZN
2020-08-27,3400.0,AMZN
2020-08-28,3401.8000490000004,AMZN
2020-08-31,3450.959961,AMZN
2020-09-01,3499.1201170000004,AMZN
2020-09-02,3531.449951,AMZN
2020-09-03,3368.0,AMZN
2020-09-04,3294.6201170000004,AMZN
2020-09-08,3149.840088,AMZN
2020-09-09,3268.610107,AMZN
2020-09-10,3175.110107,AMZN
2020-09-11,3116.219971,AMZN
2020-09-14,3102.969971,AMZN
2020-09-15,3156.129883,AMZN
2020-09-16,3078.100098,AMZN
2020-09-17,3008.72998,AMZN
2020-09-18,2954.909912,AMZN
2020-09-21,2960.469971,AMZN
2020-09-22,3128.98999,AMZN
2020-09-23,2999.860107,AMZN
2020-09-24,3019.790039,AMZN
2020-09-25,3095.129883,AMZN
2020-09-28,3174.050049,AMZN
2020-09-29,3144.879883,AMZN
2020-09-30,3148.72998,AMZN
2020-10-01,3221.26001,AMZN
2020-10-02,3125.0,AMZN
2020-10-05,3199.199951,AMZN
2020-10-06,3099.959961,AMZN
2020-10-07,3195.689941,AMZN
2020-10-08,3190.550049,AMZN
2020-10-09,3286.649902,AMZN
2020-10-12,3442.929932,AMZN
2020-10-13,3443.629883,AMZN
2020-10-14,3363.709961,AMZN
2020-10-15,3338.649902,AMZN
2020-10-16,3272.709961,AMZN
2020-10-19,3207.209961,AMZN
2020-10-20,3217.01001,AMZN
2020-10-21,3184.939941,AMZN
2020-10-22,3176.399902,AMZN
2020-10-23,3204.399902,AMZN
2020-10-26,3207.040039,AMZN
2020-10-27,3286.330078,AMZN
2020-10-28,3162.780029,AMZN
2020-10-29,3211.01001,AMZN
2020-10-30,3036.149902,AMZN
2020-11-02,3004.47998,AMZN
2020-11-03,3048.409912,AMZN
2020-11-04,3241.159912,AMZN
2020-11-05,3322.0,AMZN
2020-11-06,3311.3701170000004,AMZN
2020-11-09,3143.73999,AMZN
2020-11-10,3035.02002,AMZN
2020-11-11,3137.389893,AMZN
2020-11-12,3110.280029,AMZN
2020-11-13,3128.810059,AMZN
2020-11-16,3131.060059,AMZN
2020-11-17,3135.659912,AMZN
2020-11-18,3105.459961,AMZN
2020-11-19,3117.02002,AMZN
2020-11-20,3099.399902,AMZN
2020-11-23,3098.389893,AMZN
2020-11-24,3118.060059,AMZN
2020-11-25,3185.070068,AMZN
2020-11-27,3195.340088,AMZN
2020-11-30,3168.040039,AMZN
2020-12-01,3220.080078,AMZN
2020-12-02,3203.530029,AMZN
2020-12-03,3186.72998,AMZN
2020-12-04,3162.580078,AMZN
2020-12-07,3158.0,AMZN
2020-12-08,3177.290039,AMZN
2020-12-09,3104.199951,AMZN
2020-12-10,3101.48999,AMZN
2020-12-11,3116.419922,AMZN
2020-12-14,3156.969971,AMZN
2020-12-15,3165.1201170000004,AMZN
2020-12-16,3240.959961,AMZN
2020-12-17,3236.080078,AMZN
2020-12-18,3201.649902,AMZN
2020-12-21,3206.179932,AMZN
2020-12-22,3206.52002,AMZN
2020-12-23,3185.27002,AMZN
2020-12-24,3172.689941,AMZN
2020-12-28,3283.959961,AMZN
2020-12-29,3322.0,AMZN
2020-12-30,3285.850098,AMZN
2020-01-02,219.770004,BABA
2020-01-03,217.0,BABA
2020-01-06,216.639999,BABA
2020-01-07,217.630005,BABA
2020-01-08,218.0,BABA
2020-01-09,221.77999900000003,BABA
2020-01-10,223.830002,BABA
2020-01-13,230.479996,BABA
2020-01-14,226.490005,BABA
2020-01-15,225.059998,BABA
2020-01-16,223.940002,BABA
2020-01-17,227.429993,BABA
2020-01-21,222.25999500000003,BABA
2020-01-22,222.369995,BABA
2020-01-23,219.130005,BABA
2020-01-24,213.75,BABA
2020-01-27,205.470001,BABA
2020-01-28,210.229996,BABA
2020-01-29,212.020004,BABA
2020-01-30,208.580002,BABA
2020-01-31,206.589996,BABA
2020-02-03,213.100006,BABA
2020-02-04,222.880005,BABA
2020-02-05,220.220001,BABA
2020-02-06,220.899994,BABA
2020-02-07,216.52999900000003,BABA
2020-02-10,215.770004,BABA
2020-02-11,217.210007,BABA
2020-02-12,224.309998,BABA
2020-02-13,220.360001,BABA
2020-02-14,219.630005,BABA
2020-02-18,220.520004,BABA
2020-02-19,222.139999,BABA
2020-02-20,218.039993,BABA
2020-02-21,212.589996,BABA
2020-02-24,206.160004,BABA
2020-02-25,205.610001,BABA
2020-02-26,208.740005,BABA
2020-02-27,205.029999,BABA
2020-02-28,208.0,BABA
2020-03-02,210.979996,BABA
2020-03-03,207.410004,BABA
2020-03-04,211.960007,BABA
2020-03-05,211.460007,BABA
2020-03-06,204.639999,BABA
2020-03-09,197.660004,BABA
2020-03-10,206.389999,BABA
2020-03-11,198.910004,BABA
2020-03-12,185.100006,BABA
2020-03-13,194.0,BABA
2020-03-16,178.850006,BABA
2020-03-17,184.809998,BABA
2020-03-18,180.0,BABA
2020-03-19,180.880005,BABA
2020-03-20,181.300003,BABA
2020-03-23,176.339996,BABA
2020-03-24,185.75,BABA
2020-03-25,188.559998,BABA
2020-03-26,195.320007,BABA
2020-03-27,188.589996,BABA
2020-03-30,191.270004,BABA
2020-03-31,194.479996,BABA
2020-04-01,187.559998,BABA
2020-04-02,188.899994,BABA
2020-04-03,187.110001,BABA
2020-04-06,196.449997,BABA
2020-04-07,198.0,BABA
2020-04-08,195.979996,BABA
2020-04-09,196.369995,BABA
2020-04-13,199.440002,BABA
2020-04-14,204.779999,BABA
2020-04-15,208.169998,BABA
2020-04-16,212.660004,BABA
2020-04-17,209.5,BABA
2020-04-20,212.130005,BABA
2020-04-21,207.339996,BABA
2020-04-22,209.960007,BABA
2020-04-23,205.240005,BABA
2020-04-24,204.360001,BABA
2020-04-27,203.690002,BABA
2020-04-28,201.149994,BABA
2020-04-29,206.699997,BABA
2020-04-30,202.669998,BABA
2020-05-01,194.479996,BABA
2020-05-04,191.149994,BABA
2020-05-05,195.020004,BABA
2020-05-06,195.169998,BABA
2020-05-07,196.490005,BABA
2020-05-08,201.190002,BABA
2020-05-11,205.399994,BABA
2020-05-12,200.309998,BABA
2020-05-13,199.460007,BABA
2020-05-14,201.300003,BABA
2020-05-15,203.679993,BABA
2020-05-18,215.27999900000003,BABA
2020-05-19,217.199997,BABA
2020-05-20,216.789993,BABA
2020-05-21,212.160004,BABA
2020-05-22,199.699997,BABA
2020-05-26,201.720001,BABA
2020-05-27,201.179993,BABA
2020-05-28,199.490005,BABA
2020-05-29,207.389999,BABA
2020-06-01,206.570007,BABA
2020-06-02,214.330002,BABA
2020-06-03,218.610001,BABA
2020-06-04,218.039993,BABA
2020-06-05,219.550003,BABA
2020-06-08,219.0,BABA
2020-06-09,220.720001,BABA
2020-06-10,223.679993,BABA
2020-06-11,215.240005,BABA
2020-06-12,217.639999,BABA
2020-06-15,217.02999900000003,BABA
